,ID,Year,Location,Topic,Data Type,Data Value,Category
35,264303,2014,North Carolina,Oral Health Service,Crude Prevalence,15.2,Overall
36,264304,2014,North Dakota,Oral Health Service,Crude Prevalence,34.8,Overall
37,264311,2014,Ohio,Oral Health Service,Crude Prevalence,21.8,Overall
38,264312,2014,Oklahoma,Oral Health Service,Crude Prevalence,12.2,Overall
39,264313,2014,Oregon,Oral Health Service,Crude Prevalence,22.7,Overall
40,264314,2014,Pennsylvania,Oral Health Service,Crude Prevalence,23.7,Overall
41,264315,2014,Puerto Rico,Oral Health Service,Crude Prevalence,12.2,Overall
42,264316,2014,Rhode Island,Oral Health Service,Crude Prevalence,34.1,Overall
43,264317,2014,South Carolina,Oral Health Service,Crude Prevalence,6.9,Overall
44,264318,2014,South Dakota,Oral Health Service,Crude Prevalence,22.2,Overall
45,264319,2014,Tennessee,Oral Health Service,Crude Prevalence,9.4,Overall
46,264320,2014,Texas,Oral Health Service,Crude Prevalence,17.2,Overall
47,264322,2014,Utah,Oral Health Service,Crude Prevalence,12.8,Overall
48,264325,2014,Vermont,Oral Health Service,Crude Prevalence,19.4,Overall
49,264324,2014,Virgin Islands,Oral Health Service,Crude Prevalence,29.5,Overall
50,264323,2014,Virginia,Oral Health Service,Crude Prevalence,16.8,Overall
51,264326,2014,Washington,Oral Health Service,Crude Prevalence,34.6,Overall
52,264328,2014,West Virginia,Oral Health Service,Crude Prevalence,9.1,Overall
53,264327,2014,Wisconsin,Oral Health Service,Crude Prevalence,52.8,Overall
54,264329,2014,Wyoming,Oral Health Service,Crude Prevalence,13.6,Overall
55,342933,2013,United States,Oral Health Service,Crude Prevalence,20.4,Overall
56,342896,2013,Alabama,Oral Health Service,Crude Prevalence,13,Overall
57,342895,2013,Alaska,Oral Health Service,Crude Prevalence,28.3,Overall
58,342898,2013,Arizona,Oral Health Service,Crude Prevalence,12.7,Overall
59,342897,2013,Arkansas,Oral Health Service,Crude Prevalence,16.1,Overall
60,342899,2013,California,Oral Health Service,Crude Prevalence,18.5,Overall
61,342900,2013,Colorado,Oral Health Service,Crude Prevalence,19.9,Overall
62,342901,2013,Connecticut,Oral Health Service,Crude Prevalence,25.5,Overall
63,341016,2013,Delaware,Oral Health Service,Crude Prevalence,16.7,Overall
64,342048,2013,District of Columbia,Oral Health Service,Crude Prevalence,18.3,Overall
65,341058,2013,Florida,Oral Health Service,Crude Prevalence,19.7,Overall
66,341123,2013,Georgia,Oral Health Service,Crude Prevalence,9.9,Overall
67,341167,2013,Hawaii,Oral Health Service,Crude Prevalence,27.3,Overall
68,341778,2013,Idaho,Oral Health Service,Crude Prevalence,23,Overall
69,342902,2013,Illinois,Oral Health Service,Crude Prevalence,13.6,Overall
70,342903,2013,India0,Oral Health Service,Crude Prevalence,11.4,Overall
71,341694,2013,Iowa,Oral Health Service,Crude Prevalence,33,Overall
72,342904,2013,Kansas,Oral Health Service,Crude Prevalence,34.4,Overall
73,342905,2013,Kentucky,Oral Health Service,Crude Prevalence,15.3,Overall
74,342906,2013,Louisiana,Oral Health Service,Crude Prevalence,21.7,Overall
75,342909,2013,Maine,Oral Health Service,Crude Prevalence,22.9,Overall
76,342908,2013,Maryland,Oral Health Service,Crude Prevalence,14.2,Overall
77,342907,2013,Massachusetts,Oral Health Service,Crude Prevalence,24.1,Overall
78,342910,2013,Michigan,Oral Health Service,Crude Prevalence,31.4,Overall
79,342911,2013,Minnesota,Oral Health Service,Crude Prevalence,33.6,Overall
80,342913,2013,Mississippi,Oral Health Service,Crude Prevalence,16.7,Overall
81,342912,2013,Missouri,Oral Health Service,Crude Prevalence,35.7,Overall
82,342914,2013,Montana,Oral Health Service,Crude Prevalence,26.6,Overall
83,342917,2013,Nebraska,Oral Health Service,Crude Prevalence,28.7,Overall
84,342921,2013,Nevada,Oral Health Service,Crude Prevalence,16.7,Overall
85,342918,2013,New Hampshire,Oral Health Service,Crude Prevalence,10.1,Overall
86,342919,2013,New Jersey,Oral Health Service,Crude Prevalence,28.7,Overall
87,342920,2013,New Mexico,Oral Health Service,Crude Prevalence,24.9,Overall
88,342922,2013,New York,Oral Health Service,Crude Prevalence,21.7,Overall
89,342915,2013,North Carolina,Oral Health Service,Crude Prevalence,16.2,Overall
90,342916,2013,North Dakota,Oral Health Service,Crude Prevalence,31.3,Overall
91,342923,2013,Ohio,Oral Health Service,Crude Prevalence,21,Overall
92,342924,2013,Oklahoma,Oral Health Service,Crude Prevalence,13,Overall
93,342925,2013,Oregon,Oral Health Service,Crude Prevalence,23.4,Overall
94,342926,2013,Pennsylvania,Oral Health Service,Crude Prevalence,23.1,Overall
95,342927,2013,Puerto Rico,Oral Health Service,Crude Prevalence,10.7,Overall
96,342928,2013,Rhode Island,Oral Health Service,Crude Prevalence,32.9,Overall
97,342929,2013,South Carolina,Oral Health Service,Crude Prevalence,7.4,Overall
98,342930,2013,South Dakota,Oral Health Service,Crude Prevalence,21.5,Overall
99,342931,2013,Tennessee,Oral Health Service,Crude Prevalence,9.7,Overall
100,342932,2013,Texas,Oral Health Service,Crude Prevalence,18.1,Overall
101,342934,2013,Utah,Oral Health Service,Crude Prevalence,13.1,Overall
102,342937,2013,Vermont,Oral Health Service,Crude Prevalence,20.3,Overall
103,342936,2013,Virgin Islands,Oral Health Service,Crude Prevalence,41,Overall
104,342935,2013,Virginia,Oral Health Service,Crude Prevalence,14.8,Overall
105,342938,2013,Washington,Oral Health Service,Crude Prevalence,32.9,Overall
106,342940,2013,West Virginia,Oral Health Service,Crude Prevalence,8.8,Overall
107,342939,2013,Wisconsin,Oral Health Service,Crude Prevalence,51,Overall
108,342941,2013,Wyoming,Oral Health Service,Crude Prevalence,35.4,Overall
109,264321,2014,United States,Oral Health Service,Crude Prevalence,20.9,Overall
110,264280,2014,Alabama,Oral Health Service,Crude Prevalence,13.2,Overall
111,264279,2014,Alaska,Oral Health Service,Crude Prevalence,33.1,Overall
112,264282,2014,Arizona,Oral Health Service,Crude Prevalence,13.2,Overall
113,264281,2014,Arkansas,Oral Health Service,Crude Prevalence,15.4,Overall
114,264283,2014,California,Oral Health Service,Crude Prevalence,19.8,Overall
115,264284,2014,Colorado,Oral Health Service,Crude Prevalence,19.8,Overall
116,264285,2014,Connecticut,Oral Health Service,Crude Prevalence,26.4,Overall
117,264287,2014,Delaware,Oral Health Service,Crude Prevalence,17.4,Overall
118,264286,2014,District of Columbia,Oral Health Service,Crude Prevalence,19,Overall
119,264288,2014,Florida,Oral Health Service,Crude Prevalence,20.4,Overall
120,264289,2014,Georgia,Oral Health Service,Crude Prevalence,9.3,Overall
121,264221,2014,Hawaii,Oral Health Service,Crude Prevalence,28.1,Overall
122,244527,2014,Idaho,Oral Health Service,Crude Prevalence,21.1,Overall
123,264290,2014,Illinois,Oral Health Service,Crude Prevalence,13.3,Overall
124,264291,2014,India0,Oral Health Service,Crude Prevalence,11,Overall
125,264266,2014,Iowa,Oral Health Service,Crude Prevalence,33.1,Overall
126,264292,2014,Kansas,Oral Health Service,Crude Prevalence,35.8,Overall
127,264293,2014,Kentucky,Oral Health Service,Crude Prevalence,16.7,Overall
128,264294,2014,Louisiana,Oral Health Service,Crude Prevalence,20.7,Overall
129,264297,2014,Maine,Oral Health Service,Crude Prevalence,19.1,Overall
130,264296,2014,Maryland,Oral Health Service,Crude Prevalence,15.4,Overall
131,264295,2014,Massachusetts,Oral Health Service,Crude Prevalence,24,Overall
132,264298,2014,Michigan,Oral Health Service,Crude Prevalence,30,Overall
133,264299,2014,Minnesota,Oral Health Service,Crude Prevalence,34.3,Overall
134,264301,2014,Mississippi,Oral Health Service,Crude Prevalence,16.6,Overall
135,264300,2014,Missouri,Oral Health Service,Crude Prevalence,35.7,Overall
136,264302,2014,Montana,Oral Health Service,Crude Prevalence,25.8,Overall
137,264305,2014,Nebraska,Oral Health Service,Crude Prevalence,27.8,Overall
138,264309,2014,Nevada,Oral Health Service,Crude Prevalence,14.3,Overall
139,264306,2014,New Hampshire,Oral Health Service,Crude Prevalence,9.3,Overall
140,264307,2014,New Jersey,Oral Health Service,Crude Prevalence,29.1,Overall
141,264308,2014,New Mexico,Oral Health Service,Crude Prevalence,25.9,Overall
142,264310,2014,New York,Oral Health Service,Crude Prevalence,23.3,Overall
143,264303,2014,North Carolina,Oral Health Service,Crude Prevalence,15.2,Overall
144,264304,2014,North Dakota,Oral Health Service,Crude Prevalence,34.8,Overall
145,264311,2014,Ohio,Oral Health Service,Crude Prevalence,21.8,Overall
146,264312,2014,Oklahoma,Oral Health Service,Crude Prevalence,12.2,Overall
147,264313,2014,Oregon,Oral Health Service,Crude Prevalence,22.7,Overall
148,264314,2014,Pennsylvania,Oral Health Service,Crude Prevalence,23.7,Overall
149,264315,2014,Puerto Rico,Oral Health Service,Crude Prevalence,12.2,Overall
150,264316,2014,Rhode Island,Oral Health Service,Crude Prevalence,34.1,Overall
151,264317,2014,South Carolina,Oral Health Service,Crude Prevalence,6.9,Overall
152,264318,2014,South Dakota,Oral Health Service,Crude Prevalence,22.2,Overall
153,264319,2014,Tennessee,Oral Health Service,Crude Prevalence,9.4,Overall
154,264320,2014,Texas,Oral Health Service,Crude Prevalence,17.2,Overall
155,264322,2014,Utah,Oral Health Service,Crude Prevalence,12.8,Overall
156,264325,2014,Vermont,Oral Health Service,Crude Prevalence,19.4,Overall
157,264324,2014,Virgin Islands,Oral Health Service,Crude Prevalence,29.5,Overall
158,264323,2014,Virginia,Oral Health Service,Crude Prevalence,16.8,Overall
159,264326,2014,Washington,Oral Health Service,Crude Prevalence,34.6,Overall
160,264328,2014,West Virginia,Oral Health Service,Crude Prevalence,9.1,Overall
161,264327,2014,Wisconsin,Oral Health Service,Crude Prevalence,52.8,Overall
162,264329,2014,Wyoming,Oral Health Service,Crude Prevalence,13.6,Overall
163,207105,2015,United States,Oral Health Service,Crude Prevalence,21.4,Overall
164,207762,2015,Alabama,Oral Health Service,Crude Prevalence,13.7,Overall
165,207761,2015,Alaska,Oral Health Service,Crude Prevalence,27.6,Overall
166,207764,2015,Arizona,Oral Health Service,Crude Prevalence,14.3,Overall
167,207763,2015,Arkansas,Oral Health Service,Crude Prevalence,14.7,Overall
168,207765,2015,California,Oral Health Service,Crude Prevalence,21.1,Overall
169,207766,2015,Colorado,Oral Health Service,Crude Prevalence,21,Overall
170,207767,2015,Connecticut,Oral Health Service,Crude Prevalence,27.9,Overall
171,207769,2015,Delaware,Oral Health Service,Crude Prevalence,18.9,Overall
172,207768,2015,District of Columbia,Oral Health Service,Crude Prevalence,19.6,Overall
173,207770,2015,Florida,Oral Health Service,Crude Prevalence,22.1,Overall
174,207771,2015,Georgia,Oral Health Service,Crude Prevalence,10.5,Overall
175,206301,2015,Hawaii,Oral Health Service,Crude Prevalence,26.9,Overall
176,207317,2015,Idaho,Oral Health Service,Crude Prevalence,21.9,Overall
177,207437,2015,Illinois,Oral Health Service,Crude Prevalence,13,Overall
178,207773,2015,India0,Oral Health Service,Crude Prevalence,11.1,Overall
179,207297,2015,Iowa,Oral Health Service,Crude Prevalence,32,Overall
180,207774,2015,Kansas,Oral Health Service,Crude Prevalence,32.9,Overall
181,207775,2015,Kentucky,Oral Health Service,Crude Prevalence,15.9,Overall
182,207776,2015,Louisiana,Oral Health Service,Crude Prevalence,20.6,Overall
183,207779,2015,Maine,Oral Health Service,Crude Prevalence,19.3,Overall
184,207778,2015,Maryland,Oral Health Service,Crude Prevalence,14.3,Overall
185,207777,2015,Massachusetts,Oral Health Service,Crude Prevalence,23.6,Overall
186,207780,2015,Michigan,Oral Health Service,Crude Prevalence,30.6,Overall
187,207781,2015,Minnesota,Oral Health Service,Crude Prevalence,35.3,Overall
188,207783,2015,Mississippi,Oral Health Service,Crude Prevalence,17.4,Overall
189,207782,2015,Missouri,Oral Health Service,Crude Prevalence,37.2,Overall
190,207784,2015,Montana,Oral Health Service,Crude Prevalence,26.9,Overall
191,207787,2015,Nebraska,Oral Health Service,Crude Prevalence,27.2,Overall
192,207791,2015,Nevada,Oral Health Service,Crude Prevalence,14.8,Overall
193,207788,2015,New Hampshire,Oral Health Service,Crude Prevalence,10,Overall
194,207789,2015,New Jersey,Oral Health Service,Crude Prevalence,28.8,Overall
195,207790,2015,New Mexico,Oral Health Service,Crude Prevalence,25.6,Overall
196,207792,2015,New York,Oral Health Service,Crude Prevalence,22.9,Overall
197,207785,2015,North Carolina,Oral Health Service,Crude Prevalence,16.3,Overall
198,207786,2015,North Dakota,Oral Health Service,Crude Prevalence,36.1,Overall
199,207793,2015,Ohio,Oral Health Service,Crude Prevalence,22.3,Overall
200,207794,2015,Oklahoma,Oral Health Service,Crude Prevalence,14.1,Overall
201,207795,2015,Oregon,Oral Health Service,Crude Prevalence,24.8,Overall
202,207796,2015,Pennsylvania,Oral Health Service,Crude Prevalence,24.7,Overall
203,207797,2015,Puerto Rico,Oral Health Service,Crude Prevalence,11.8,Overall
204,207798,2015,Rhode Island,Oral Health Service,Crude Prevalence,34.6,Overall
205,207799,2015,South Carolina,Oral Health Service,Crude Prevalence,7.2,Overall
206,207102,2015,South Dakota,Oral Health Service,Crude Prevalence,19.8,Overall
207,207103,2015,Tennessee,Oral Health Service,Crude Prevalence,8.8,Overall
208,207104,2015,Texas,Oral Health Service,Crude Prevalence,17.1,Overall
209,207106,2015,Utah,Oral Health Service,Crude Prevalence,14.5,Overall
210,207109,2015,Vermont,Oral Health Service,Crude Prevalence,20.4,Overall
211,207108,2015,Virgin Islands,Oral Health Service,Crude Prevalence,25.8,Overall
212,207107,2015,Virginia,Oral Health Service,Crude Prevalence,20.6,Overall
213,207110,2015,Washington,Oral Health Service,Crude Prevalence,34.8,Overall
214,207112,2015,West Virginia,Oral Health Service,Crude Prevalence,9.6,Overall
215,207111,2015,Wisconsin,Oral Health Service,Crude Prevalence,50.5,Overall
216,207113,2015,Wyoming,Oral Health Service,Crude Prevalence,14,Overall
217,126406,2012,United States,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.4,Female
218,126045,2012,Alabama,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,51.6,Female
219,126037,2012,Alaska,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.3,Female
220,126061,2012,Arizona,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,35.4,Female
221,126053,2012,Arkansas,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,46.4,Female
222,126069,2012,California,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,28,Female
223,126077,2012,Colorado,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,31.1,Female
224,126085,2012,Connecticut,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.4,Female
225,126101,2012,Delaware,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,42.3,Female
226,126093,2012,District of Columbia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.7,Female
227,126555,2012,Florida,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.4,Female
228,126563,2012,Georgia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,42.6,Female
229,126571,2012,Guam,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,54,Female
230,126579,2012,Hawaii,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,28.6,Female
231,126595,2012,Idaho,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,33.2,Female
232,126603,2012,Illinois,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,41.8,Female
233,126611,2012,India0,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,41.3,Female
234,126587,2012,Iowa,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.1,Female
235,126619,2012,Kansas,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.1,Female
236,126627,2012,Kentucky,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,50.6,Female
237,126635,2012,Louisiana,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,56.3,Female
238,126659,2012,Maine,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,46.2,Female
239,126651,2012,Maryland,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,42.3,Female
240,126643,2012,Massachusetts,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.4,Female
241,126667,2012,Michigan,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,34.3,Female
242,126676,2012,Minnesota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,30,Female
243,126692,2012,Mississippi,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,52.3,Female
244,126684,2012,Missouri,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,49.6,Female
245,126700,2012,Montana,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.1,Female
246,126724,2012,Nebraska,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,32.8,Female
247,126756,2012,Nevada,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.7,Female
248,126732,2012,New Hampshire,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.2,Female
249,126740,2012,New Jersey,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.5,Female
250,126748,2012,New Mexico,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.6,Female
251,126764,2012,New York,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,42.8,Female
252,126708,2012,North Carolina,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,46.8,Female
253,126716,2012,North Dakota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,44.3,Female
254,126327,2012,Ohio,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,43.5,Female
255,126335,2012,Oklahoma,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,45.9,Female
256,126343,2012,Oregon,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,32.6,Female
257,126351,2012,Pennsylvania,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,42.4,Female
258,126359,2012,Puerto Rico,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,61.5,Female
259,126367,2012,Rhode Island,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.1,Female
260,126375,2012,South Carolina,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,44.3,Female
261,126383,2012,South Dakota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,40.8,Female
262,126391,2012,Tennessee,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,50.9,Female
263,126399,2012,Texas,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,32.4,Female
264,126410,2012,Utah,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,29.7,Female
265,126107,2012,Vermont,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,40,Female
266,126426,2012,Virgin Islands,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,0,Female
267,126418,2012,Virginia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.8,Female
268,126115,2012,Washington,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,30.6,Female
269,126131,2012,West Virginia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,63.7,Female
270,126123,2012,Wisconsin,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,34.3,Female
271,126139,2012,Wyoming,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.4,Female
272,126407,2012,United States,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.3,Male
273,126047,2012,Alabama,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,53.1,Male
274,126039,2012,Alaska,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,34.9,Male
275,126063,2012,Arizona,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,32.9,Male
276,126055,2012,Arkansas,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,50.8,Male
277,126071,2012,California,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,29.7,Male
278,126079,2012,Colorado,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,34,Male
279,126087,2012,Connecticut,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,34.5,Male
280,126103,2012,Delaware,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,44.7,Male
281,126095,2012,District of Columbia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.7,Male
282,126557,2012,Florida,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.8,Male
283,126565,2012,Georgia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,46.1,Male
284,126573,2012,Guam,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,49,Male
285,126581,2012,Hawaii,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,22.4,Male
286,126597,2012,Idaho,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,41.5,Male
287,126605,2012,Illinois,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,40.5,Male
288,126613,2012,India0,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,43.9,Male
289,126589,2012,Iowa,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,40.6,Male
290,126621,2012,Kansas,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.6,Male
291,126629,2012,Kentucky,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,52.6,Male
292,126637,2012,Louisiana,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,56.5,Male
293,126661,2012,Maine,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,47.7,Male
294,126653,2012,Maryland,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,40.2,Male
295,126645,2012,Massachusetts,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,41.3,Male
296,126670,2012,Michigan,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.7,Male
297,126678,2012,Minnesota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,31.7,Male
298,126694,2012,Mississippi,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,55.6,Male
299,126686,2012,Missouri,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,49,Male
300,126702,2012,Montana,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.3,Male
301,126726,2012,Nebraska,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,34.8,Male
302,126758,2012,Nevada,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,39.1,Male
303,126734,2012,New Hampshire,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.1,Male
304,126742,2012,New Jersey,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.2,Male
305,126750,2012,New Mexico,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.2,Male
306,126766,2012,New York,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,43.7,Male
307,126710,2012,North Carolina,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,48.8,Male
308,126718,2012,North Dakota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,40.8,Male
309,126329,2012,Ohio,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,44.4,Male
310,126337,2012,Oklahoma,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,46.9,Male
311,126345,2012,Oregon,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,37.3,Male
312,126353,2012,Pennsylvania,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,45.6,Male
313,126361,2012,Puerto Rico,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,49.5,Male
314,126369,2012,Rhode Island,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38,Male
315,126377,2012,South Carolina,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,50.1,Male
316,126385,2012,South Dakota,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,47.3,Male
317,126393,2012,Tennessee,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,49.4,Male
318,126401,2012,Texas,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,34.7,Male
319,126412,2012,Utah,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,29.8,Male
320,126109,2012,Vermont,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.2,Male
321,126428,2012,Virgin Islands,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,0,Male
322,126420,2012,Virginia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,38.4,Male
323,126117,2012,Washington,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,30.1,Male
324,126133,2012,West Virginia,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,66.9,Male
325,126125,2012,Wisconsin,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.6,Male
326,126141,2012,Wyoming,Six or more teeth lost among adults aged >= 65 years,Crude Prevalence,36.8,Male
327,264390,2014,United States,All teeth lost among adults aged >= 65 years,Age-adjusted Prevalence,15.6,Female
328,264339,2014,Alabama,All teeth lost among adults aged >= 65 years,Age-adjusted Prevalence,23.7,Female
329,264331,2014,Alaska,All teeth lost among adults aged >= 65 years,Age-adjusted Prevalence,15.6,Female
